name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Kenya Kirinyaga Peaberry,Wildgoose Coffee Roasters,Light,United States,Kenya,6.17,93,202103,"Vibrant, sweetly savory, floral-toned. Cocoa nib, black currant, amber, honeysuckle, hop flowers in aroma and cup. Sweetly savory structure with juicy acidity; crisp, lightly syrupy mouthfeel. The resonant finish centers around black currant and hop flowers in the short, cocoa nib and amber in the long."
Congo Muungano,Bird Rock Coffee Roasters,Light,United States,Democratic Republic Of The Congo,6.17,93,202103,"Crisply sweet, balanced. Plum, orange zest, almond butter, freesia-like flowers, cedar in aroma and cup. Sweet structure with brisk acidity; very smooth, syrupy mouthfeel. The finish consolidates to notes of rich almond butter and orange zest, with cedar undertones."
Ethiopia Harsu Haro Single-Origin Espresso,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.76,93,202104,"Evaluated as espresso. Bright, juicy, cleanly fruit-forward. Dark chocolate, pomegranate, tangerine zest, brown sugar, oak in aroma and small cup. Satiny-smooth mouthfeel; the crisply sweet finish leads with pomegranate and brown sugar notes, followed by fresh-cut oak. Pomegranate and dark chocolate saturate the rich milk shot."
Burundi Mikuba Honey Microlot 1,Olympia Coffee,Light,United States,Burundi,6.61,93,202106,"Deeply sweet, round, balanced. Apricot, baking chocolate, freesia-like flowers, cedar, maple syrup in aroma and cup. Crisply sweet structure with quietly lively acidity; buoyant, silky mouthfeel. Suggestions of baking chocolate and maple syrup support the cedar-toned finish."
Ethiopia Grade 1 Chelchele,Nostalgia Coffee Roasters,Light,United States,Ethiopia,6.47,94,202012,"Delicate, richly aromatic, floral-toned. Honeysuckle, cocoa nib, pink grapefruit zest, apricot, marjoram in aroma and cup. Sweetly tart with juicy, high-toned acidity; plush, syrupy mouthfeel. Floral- and cocoa-driven finish."
Kenya Nyeri,Peacock Coffee Roaster,Medium-Light,Taiwan,Kenya,6.4,94,202011,"High-toned, richly sweet-tart. Black currant, hibiscus flower, fresh-cut cedar, roasted cocoa nib, tamarind in aroma and cup. Richly sweet-tart structure with resonant, lively acidity; very syrupy mouthfeel. The pleasing finish leads with black currant and hibiscus flower in the short, rounding to cocoa nib and cedar in the long."
Rwanda Simbi,Mamechamame Coffee,Light,Japan,Rwanda,7.56,93,202106,"Balanced, elegant, gently stated. Cocoa nib, pomegranate, fresh-tanned leather, wisteria, cashew in aroma and cup. Savory-leaning structure with tart underpinnings and brisk acidity; crisp, satiny mouthfeel. The finish consolidates to pomegranate and leather suggestions."
Banti Nenga Hambela Wamena,Drink Coffee Do Stuff,Medium-Light,United States,Ethiopia,6.47,93,202108,"Very fruit-centric, spicily floral. Watermelon candy, star jasmine, agave syrup, pistachio butter, pink peppercorn in aroma and cup. Brightly sweet-tart with energetic acidity; very full, viscous mouthfeel. Resonant, fruit-focused finish with pistachio undertones."
Gura Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,93,202108,"Citrusy, floral-toned. Bergamot, rhododendron, cashew butter, cocoa nib, maple syrup in aroma and cup. Sweetly tart with pert acidity; very full, syrupy-smooth mouthfeel. The finish centers around notes of cashew butter and maple syrup with a hint of bergamot."
Ethiopia Yirgacheffe Kochere Sheferaw Jigeso Beraso,EK Roast Studio,Light,Taiwan,Ethiopia,6.34,93,202108,"Sweetly tart, gently fruit-toned. Apricot, orange blossom, cocoa nib, nougat, cashew in aroma and cup. Sweet-tart structure with juicy, balanced acidity; delicate, silky mouthfeel. The finish consolidates to notes of cocoa nib and cashew."
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.03,93,202108,"Floral-toned, deeply sweet. Tea rose, nectarine, sandalwood, cocoa nib, agave syrup in aroma and cup. Sweetly tart in structure with juicy, vibrant acidity and lightly satiny mouthfeel. Finish leads with notes of cocoa nib and tea rose, supported by hints of nectarine."
Medina Natural,JBC Coffee Roasters,Medium-Light,United States,Guatemala,6.03,93,202108,"Gently fruit-toned, richly bittersweet. Raspberry, hop flowers, baking chocolate, honey, lemon verbena in aroma and cup. Sweet-savory structure with balanced acidity; viscous, satiny mouthfeel. The quietly intricate finish centers around raspberry and chocolate suggestions."
Mexico Pluma Hidalgo,Temple Coffee Roasters,Medium-Light,United States,Mexico,6.91,93,202109,"Rich-toned, deeply sweet. Dried apricot, molasses, almond brittle, freesia-like flowers, cedar in aroma and cup. Sweet structure with gently brisk acidity; very full, syrupy-smooth mouthfeel. Sweetly nut-toned, long finish with notes of almond brittle and molasses."
Kenya Nyeri Ndaroini AA Washed,Coffee Please,Medium-Light,Taiwan,Kenya,6.68,93,202108,"Sweetly spice-toned. Red currant, tea rose, pink peppercorn, cocoa powder, cedar in aroma and cup. Sweet structure with bright, juicy acidity; crisp, velvety mouthfeel. The quiet finish consolidates to notes of red currant and pink peppercorn."
Guatemala Buena Vista Single-Origin Espresso,Temple Coffee Roasters,Medium-Light,United States,Guatemala,6.61,93,202108,"Evaluated as espresso. Rich-toned, deeply chocolaty. Dark chocolate, raspberry, molasses, hazelnut, fresh-cut oak in aroma and small cup. Very syrupy mouthfeel; chocolaty, nut-toned finish. In three parts milk, a pretty floral note suggesting gardenia surfaces alongside raspberry and chocolate."
Colombia Vella Black Hawk Natural,LECO Coffee,Medium-Light,Taiwan,Colombia,7.05,93,202108,"Crisply sweet, fruit-forward. Dried mango, agave syrup, lime zest, pink peppercorn, cedar in aroma and cup. Sweetly tart structure with brisk acidity; syrupy-smooth mouthfeel. Richly drying finish leads with notes of dried mango and agave syrup in the short, with hints of pink peppercorn and cedar in the long. "
Castillo El Paraiso,Steady State Roasting,Medium-Light,United States,Colombia,8.82,93,202105,"Intensely fruit-forward, high-toned. Passion fruit, cocoa nib, mango custard, oak, a hint of thyme in aroma and cup. Crisply tart-leaning structure with citrusy acidity; lightly velvety mouthfeel. Quietly fruit-driven finish."
Miranda’s Farms Hawai’i Caturra,Origin Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,13.82,93,202104," Deeply sweet-savory, berry-toned. Mulberry, brown sugar, Meyer lemon zest, dark chocolate, hop flowers in aroma and cup. Sweet-savory structure with gentle, round acidity; very full, syrupy mouthfeel. Richly bittersweet finish with notes of brown sugar, dark chocolate, and hop flowers."
Costa Rica Gesha Tobosi Natural,RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,8.8,93,202104,"Richly fruit- and floral-toned. Raspberry, honeysuckle, praline, marjoram, oak in aroma and cup. Sweet-tart structure with crisp, citrusy acidity; viscous, syrupy mouthfeel. The rich-toned finish consolidates to notes of praline and fresh-cut oak."
Ethiopia Limu Washed,Jade Cafe,Light,Taiwan,Ethiopia,8.53,93,202104,"Delicately sweet-tart. Apricot, cocoa nib, hazelnut, Meyer lemon zest, hyacinth in aroma and cup. Sweetly tart structure with vibrant, citrusy acidity; smooth, satiny mouthfeel. Cocoa-toned finish supported by notes of stone fruit and sweet citrus zest."
Guatemala Acatenango Geisha,Regent Coffee,Light,United States,Guatemala,8.67,93,202103,"High-toned, richly sweet. Bing cherry, narcissus, almond butter, lemon verbena, cedar in aroma and cup. Sweet-tart structure with bright acidity; crisp, satiny-smooth mouthfeel. The finish leads with notes of cherry and lemon verbena, rounding to rich almond notes in the long."
Guatemala Coffea Diversa Geisha Queen Honey,Paradise Roasters,Light,United States,Guatemala,22.0,93,202102,"Delicately sweet, floral-toned. Honeysuckle, lemon verbena, pink peppercorn, baking chocolate, hazelnut in aroma and cup. Sweet structure with vibrant, balanced acidity; satiny mouthfeel. Floral-toned finish with hints of baking chocolate."
Holiday Coffee,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,17.61,94,202011,"Sweet-toned with a distinct lactic tang. Dried mango, fermenty tangerine, fresh yogurt, narcissus, Nutella in aroma and cup. Savory-sweet structure with lactic-leaning acidity; smooth, satiny mouthfeel. The long, sweet finish consolidates around notes of Nutella and tangerine."
Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed,Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Taiwan,15.58,94,202012,"Evaluated as espresso. Deep-toned, richly sweet-tart. Tamarind, plum, dark chocolate, cedar, molasses in aroma and small cup. Very syrupy mouthfeel; the finish centers on tamarind and rich cedar notes. Balanced in three parts milk, driven by stone fruit and chocolate."
Geisha,Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,14.55,94,202011,"Delicately rich, floral- and cocoa-toned. Baking chocolate, star jasmine, blackberry, lime zest, brown sugar in aroma and cup. Deeply sweet with vibrant, round acidity; plush, syrupy mouthfeel. The resonant finish centers around notes of baking chocolate, jasmine and brown sugar."
Magic Cat Kenya Civet AFCA TOH NO.2 Gatuya Factory New Murarandia AA,"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Kenya,90.83,94,202012,"Sweetly savory, rich and deep. Dark chocolate, violet, pomegranate, maple syrup, cedar in aroma and cup. Crisply bright with juicy acidity; very syrupy mouthfeel. Notes of violet and pomegranate, with undertones of cedar, resonate in the finish."
Yemen Mocha Khulani,Dragonfly Coffee Roasters,Medium-Light,United States,Yemen,15.43,93,202107,"Subtly complex, fruit-toned. Raspberry coulis, freesia, almond nougat, cedar, lemon verbena in aroma and cup. Sweet-tart structure with vibrant acidity; crisp, silky mouthfeel. Berry and cedar-toned finish."
Yemen Mocha Harazi,Dragonfly Coffee Roasters,Medium-Light,United States,Yemen,15.43,93,202107,"Crisply spice-toned. Molasses, dried cherry, clove, cashew, grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity; lightly syrupy mouthfeel. The finish consolidates to notes of molasses, clove and cashew."
Ethiopia Wush Wush G1,Le Brewlife,Light,Taiwan,Ethiopia,13.87,93,202107,"Floral and richly fruit-forward. Tea rose, anise, ripe cantaloupe, roasted pecan, marshmallow in aroma and cup. Roundly sweet-savory structure with winy, bright acidity; satiny mouthfeel. The rich finish leads with notes of tea rose and cantaloupe, supported by anise and marshmallow."
Colombia La Palma y El Tucan,Le Brewlife,Medium-Light,Taiwan,Colombia,10.67,93,202107,"Deeply sweet, fruit-toned. Watermelon candy, dark chocolate, a whiff of Bourbon barrel, fresh-cut fir, gardenia in aroma and cup. Sweet-tart structure with gentle acidity; full, satiny mouthfeel. Crisp, dry, chocolaty short finish with notes of sweet watermelon and whiskyish ferment in the long."
Ethiopia Guji Natural Anaerobic Wush Wush G1,De Clieu Coffee,Medium-Light,Taiwan,Ethiopia,9.2,93,202105,"Earth-toned, richly sweet-savory. Moist cedar, breadfruit, magnolia, cocoa powder, musk. Savory-leaning with sweetly brisk acidity; light-footed, smooth mouthfeel. A hazelnut-like note emerges in the finish, alongside cocoa powder and moist cedar."
Yemen Mocha Haimi,Dragonfly Coffee Roasters,Medium-Light,United States,Yemen,17.64,93,202110,"Quietly complex, gently bright. Macadamia nut, baking chocolate, magnolia, blackberry, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; full, syrupy mouthfeel. The resonant finish centers around notes of crisp chocolate and cedar."
Ethiopia Guji Sakicha JH144,Coffee Please,Medium-Light,Taiwan,Ethiopia,12.52,93,202110,"Sweetly fruit-driven, richly aromatic. Lychee, hop flowers, cocoa nib, thyme, agave syrup in aroma and cup. Sweet-savory structure with bittersweet acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of lychee and hop flowers with cocoa undertones."
Panama Cantar Dorado Ruisenor,Hidden Coffee HK,Light,Hong Kong,Panama,39.0,93,202109,"Richly sweet, elegantly tart. Wisteria, pomegranate, fresh-cut fir, marjoram, orange zest in aroma and cup. Sweet structure with balanced acidity; lively, silky mouthfeel. The finish consolidates to suggestions of fir, marjoram and orange zest."
Haraaz Red,JBC Coffee Roasters,Medium-Light,United States,Yemen,8.82,93,202112,"Crisply fruit-forward, sweetly tart. Goji berry, cinnamon, carnation, dark chocolate, hazelnut in aroma and cup. Deeply sweet structure with crisp acidity; plush, satiny mouthfeel. Gently fruity finish centered around notes of dark chocolate and goji berry."
Colombia La Estrella Carbonic Maceration,Peach Coffee Roasters,Medium-Light,United States,Colombia,8.23,93,202111,"Delicately and confidently sweet. Watermelon candy, lemon-thyme, cocoa nib, freesia, fresh-cut oak in aroma and cup. Sweet-tart structure with brisk acidity; very smooth, full mouthfeel. Sweetly herbaceous finish."
Rwanda Gasharu Natural,Coffee by Design,Medium-Light,United States,Rwanda,6.76,92,202205,"Delicately fruit-forward, crisply chocolaty. Date, baking chocolate, hazelnut, tangerine zest, cane sugar in aroma and cup. Sweet-toned structure with gentle, round acidity, plush, syrupy-smooth mouthfeel. Understated, balance, nut- and chocolate-toned finish. "
Kibingo Burundi,JBC Coffee Roasters,Medium-Light,United States,Burundi,6.47,92,202204,"Sweet-savory, richly aromatic. Dried apricot, young goat cheese, dark chocolate, lemon-thyme, sandalwood in aroma and cup. Savory-leaning structure with sweet-tart acidity; syrupy-smooth mouthfeel. Fruit-toned, chocolaty, tangy finish."
Ethiopia Hambela Goro,Jaunt Coffee Roasters,Light,United States,Ethiopia,7.35,92,202202,"Brightly sweet, deeply pungent. Amber, red currant, baking chocolate, violet, cedar in aroma and cup. Sweet-toned structure with brisk acidity; crisp, silky mouthfeel. The finish consolidates around amber and currant notes with crisp chocolate undertones."
Holiday Reserve Roast — Costa Rica Termico,Folklore Coffee,Medium-Light,United States,Costa Rica,7.35,92,202201,"Richly spice-toned, fruit-driven. Dried papaya, salted caramel, cinnamon, nutmeg, agave syrup in aroma and cup. Sweet, low-toned structure with round acidity; syrupy-smooth mouthfeel. The quiet finish centers around notes of papaya, caramel and nutmeg."
Ethiopia Bedessa,Jaunt Coffee Roasters,Medium-Light,United States,Ethiopia,7.35,92,202111,"Delicately sweet-tart. Cocoa nib, green plum, hazelnut, lavender, fresh-cut fir in aroma and cup. Crisply sweet structure with bright, citrusy acidity; velvety"
Medium-Dark Roast,Kona Love Coffee Co.,Medium,Hawai'i,Hawai'I,7.72,91,202202,"Bold, chocolaty, rich-toned. Dark chocolate, nougat, gardenia, date, gently scorched cedar in aroma and cup. Sweet-savory structure with gentle, round acidity; creamy-smooth mouthfeel. Sweetly wood-framed, chocolaty finish."
Kenya Nyeri AA Hercules,Luv Moshi,Medium-Light,Taiwan,Kenya,7.08,93,202112,"Balanced, sweetly savory. Narcissus, date, orange zest, tamarind, cedar in aroma and cup. Sweet structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of tamarind, supported by orange zest and cedar."
Kenya Gachatha Nyeri,Temple Coffee Roasters,Medium-Light,United States,Kenya,6.91,93,202111,"Delicately sweet, deeply savory. Butterscotch, cocoa nib, black currant, frankincense, marjoram in aroma and cup. Crisply sweet-tart structure with balanced acidity; full, syrupy-smooth mouthfeel. The cocoa-toned finish is supported by notes of butterscotch and marjoram."
Colombia Planadas Tolima,Jaunt Coffee Roasters,Light,United States,Colombia,6.76,93,202111,"Crisply sweet-savory, deep-toned. Concord grape, baking spices, dark chocolate, tea rose, the scent of balsa wood in aroma and cup. Sweet structure with brisk acidity; very full, viscous mouthfeel. Crisp, sweetly wood-framed finish with undertones of baking spices."
